candidate_id,golden_id,field_path,promotion_status,source_priority,confidence,domain
DR-1379,G-DWG-0306,drawing.title_block.DWG-TB-S065-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1380,G-DWG-0307,drawing.title_block.DWG-TB-S065-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1381,G-DWG-0308,drawing.title_block.DWG-TB-S065-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1382,G-DWG-0309,drawing.title_block.DWG-TB-S065-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1383,G-DWG-0310,drawing.title_block.DWG-TB-S065-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1384,G-DWG-0311,drawing.title_block.DWG-TB-S065-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1385,G-DWG-0312,drawing.title_block.DWG-TB-S066-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1386,G-DWG-0313,drawing.title_block.DWG-TB-S066-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1387,G-DWG-0314,drawing.title_block.DWG-TB-S066-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1388,G-DWG-0315,drawing.title_block.DWG-TB-S066-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1389,G-DWG-0316,drawing.title_block.DWG-TB-S066-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1390,G-DWG-0317,drawing.title_block.DWG-TB-S066-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1391,G-DWG-0318,drawing.title_block.DWG-TB-S067-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1392,G-DWG-0319,drawing.title_block.DWG-TB-S067-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1393,G-DWG-0320,drawing.title_block.DWG-TB-S067-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1394,G-DWG-0321,drawing.title_block.DWG-TB-S067-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1395,G-DWG-0322,drawing.title_block.DWG-TB-S067-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1396,G-DWG-0323,drawing.title_block.DWG-TB-S067-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1397,G-DWG-0324,drawing.title_block.DWG-TB-S068-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1398,G-DWG-0325,drawing.title_block.DWG-TB-S068-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1399,G-DWG-0326,drawing.title_block.DWG-TB-S068-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1400,G-DWG-0327,drawing.title_block.DWG-TB-S068-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1401,G-DWG-0328,drawing.title_block.DWG-TB-S068-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1402,G-DWG-0329,drawing.title_block.DWG-TB-S068-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1403,G-DWG-0330,drawing.title_block.DWG-TB-S069-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1404,G-DWG-0331,drawing.title_block.DWG-TB-S069-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1405,G-DWG-0332,drawing.title_block.DWG-TB-S069-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1406,G-DWG-0333,drawing.title_block.DWG-TB-S069-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1407,G-DWG-0334,drawing.title_block.DWG-TB-S069-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1408,G-DWG-0335,drawing.title_block.DWG-TB-S069-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1409,G-DWG-0336,drawing.title_block.DWG-TB-S070-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1410,G-DWG-0337,drawing.title_block.DWG-TB-S070-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1411,G-DWG-0338,drawing.title_block.DWG-TB-S070-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1412,G-DWG-0339,drawing.title_block.DWG-TB-S070-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1413,G-DWG-0340,drawing.title_block.DWG-TB-S070-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1414,G-DWG-0341,drawing.title_block.DWG-TB-S070-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1415,G-DWG-0342,drawing.title_block.DWG-TB-S071-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1416,G-DWG-0343,drawing.title_block.DWG-TB-S071-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1417,G-DWG-0344,drawing.title_block.DWG-TB-S071-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1418,G-DWG-0345,drawing.title_block.DWG-TB-S071-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1419,G-DWG-0346,drawing.title_block.DWG-TB-S071-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1420,G-DWG-0347,drawing.title_block.DWG-TB-S071-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1421,G-DWG-0348,drawing.title_block.DWG-TB-S072-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1422,G-DWG-0349,drawing.title_block.DWG-TB-S072-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1423,G-DWG-0350,drawing.title_block.DWG-TB-S072-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1424,G-DWG-0351,drawing.title_block.DWG-TB-S072-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1425,G-DWG-0352,drawing.title_block.DWG-TB-S072-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1426,G-DWG-0353,drawing.title_block.DWG-TB-S072-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1427,G-DWG-0354,drawing.title_block.DWG-TB-S073-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1428,G-DWG-0355,drawing.title_block.DWG-TB-S073-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1429,G-DWG-0356,drawing.title_block.DWG-TB-S073-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1430,G-DWG-0357,drawing.title_block.DWG-TB-S073-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1431,G-DWG-0358,drawing.title_block.DWG-TB-S073-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1432,G-DWG-0359,drawing.title_block.DWG-TB-S073-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1433,G-DWG-0360,drawing.title_block.DWG-TB-S074-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1434,G-DWG-0361,drawing.title_block.DWG-TB-S074-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1435,G-DWG-0362,drawing.title_block.DWG-TB-S074-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1436,G-DWG-0363,drawing.title_block.DWG-TB-S074-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1437,G-DWG-0364,drawing.title_block.DWG-TB-S074-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1438,G-DWG-0365,drawing.title_block.DWG-TB-S074-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1439,G-DWG-0366,drawing.title_block.DWG-TB-S075-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1440,G-DWG-0367,drawing.title_block.DWG-TB-S075-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1441,G-DWG-0368,drawing.title_block.DWG-TB-S075-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1442,G-DWG-0369,drawing.title_block.DWG-TB-S075-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1443,G-DWG-0370,drawing.title_block.DWG-TB-S075-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1444,G-DWG-0371,drawing.title_block.DWG-TB-S075-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1445,G-DWG-0372,drawing.title_block.DWG-TB-S076-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1446,G-DWG-0373,drawing.title_block.DWG-TB-S076-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1447,G-DWG-0374,drawing.title_block.DWG-TB-S076-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1448,G-DWG-0375,drawing.title_block.DWG-TB-S076-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1449,G-DWG-0376,drawing.title_block.DWG-TB-S076-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1450,G-DWG-0377,drawing.title_block.DWG-TB-S076-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1451,G-DWG-0378,drawing.title_block.DWG-TB-S077-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1452,G-DWG-0379,drawing.title_block.DWG-TB-S077-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1453,G-DWG-0380,drawing.title_block.DWG-TB-S077-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1454,G-DWG-0381,drawing.title_block.DWG-TB-S077-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1455,G-DWG-0382,drawing.title_block.DWG-TB-S077-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1456,G-DWG-0383,drawing.title_block.DWG-TB-S077-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1457,G-DWG-0384,drawing.title_block.DWG-TB-S078-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1458,G-DWG-0385,drawing.title_block.DWG-TB-S078-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1459,G-DWG-0386,drawing.title_block.DWG-TB-S078-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1460,G-DWG-0387,drawing.title_block.DWG-TB-S078-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1461,G-DWG-0388,drawing.title_block.DWG-TB-S078-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1462,G-DWG-0389,drawing.title_block.DWG-TB-S078-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1463,G-DWG-0390,drawing.title_block.DWG-TB-S079-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1464,G-DWG-0391,drawing.title_block.DWG-TB-S079-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1465,G-DWG-0392,drawing.title_block.DWG-TB-S079-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1466,G-DWG-0393,drawing.title_block.DWG-TB-S079-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1467,G-DWG-0394,drawing.title_block.DWG-TB-S079-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1468,G-DWG-0395,drawing.title_block.DWG-TB-S079-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1469,G-DWG-0396,drawing.title_block.DWG-TB-S080-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1470,G-DWG-0397,drawing.title_block.DWG-TB-S080-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1471,G-DWG-0398,drawing.title_block.DWG-TB-S080-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1472,G-DWG-0399,drawing.title_block.DWG-TB-S080-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1473,G-DWG-0400,drawing.title_block.DWG-TB-S080-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1474,G-DWG-0401,drawing.title_block.DWG-TB-S080-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1475,G-DWG-0402,drawing.title_block.DWG-TB-S081-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1476,G-DWG-0403,drawing.title_block.DWG-TB-S081-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1477,G-DWG-0404,drawing.title_block.DWG-TB-S081-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1478,G-DWG-0405,drawing.title_block.DWG-TB-S081-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1479,G-DWG-0406,drawing.title_block.DWG-TB-S081-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1480,G-DWG-0407,drawing.title_block.DWG-TB-S081-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1481,G-DWG-0408,drawing.title_block.DWG-TB-S082-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1482,G-DWG-0409,drawing.title_block.DWG-TB-S082-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1483,G-DWG-0410,drawing.title_block.DWG-TB-S082-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1484,G-DWG-0411,drawing.title_block.DWG-TB-S082-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1485,G-DWG-0412,drawing.title_block.DWG-TB-S082-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1486,G-DWG-0413,drawing.title_block.DWG-TB-S082-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1487,G-DWG-0414,drawing.title_block.DWG-TB-S083-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1488,G-DWG-0415,drawing.title_block.DWG-TB-S083-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1489,G-DWG-0416,drawing.title_block.DWG-TB-S083-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1490,G-DWG-0417,drawing.title_block.DWG-TB-S083-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1491,G-DWG-0418,drawing.title_block.DWG-TB-S083-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1492,G-DWG-0419,drawing.title_block.DWG-TB-S083-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1493,G-DWG-0420,drawing.title_block.DWG-TB-S084-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1494,G-DWG-0421,drawing.title_block.DWG-TB-S084-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1495,G-DWG-0422,drawing.title_block.DWG-TB-S084-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1496,G-DWG-0423,drawing.title_block.DWG-TB-S084-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1497,G-DWG-0424,drawing.title_block.DWG-TB-S084-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1498,G-DWG-0425,drawing.title_block.DWG-TB-S085-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1499,G-DWG-0426,drawing.title_block.DWG-TB-S085-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1500,G-DWG-0427,drawing.title_block.DWG-TB-S085-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1501,G-DWG-0428,drawing.title_block.DWG-TB-S085-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1502,G-DWG-0429,drawing.title_block.DWG-TB-S085-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1503,G-DWG-0430,drawing.title_block.DWG-TB-S085-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1504,G-DWG-0431,drawing.title_block.DWG-TB-S086-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1505,G-DWG-0432,drawing.title_block.DWG-TB-S086-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1506,G-DWG-0433,drawing.title_block.DWG-TB-S086-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1507,G-DWG-0434,drawing.title_block.DWG-TB-S086-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1508,G-DWG-0435,drawing.title_block.DWG-TB-S086-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1509,G-DWG-0436,drawing.title_block.DWG-TB-S086-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1510,G-DWG-0437,drawing.title_block.DWG-TB-S087-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1511,G-DWG-0438,drawing.title_block.DWG-TB-S087-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1512,G-DWG-0439,drawing.title_block.DWG-TB-S087-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1513,G-DWG-0440,drawing.title_block.DWG-TB-S087-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1514,G-DWG-0441,drawing.title_block.DWG-TB-S087-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1515,G-DWG-0442,drawing.title_block.DWG-TB-S087-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1516,G-DWG-0443,drawing.title_block.DWG-TB-S088-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1517,G-DWG-0444,drawing.title_block.DWG-TB-S088-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1518,G-DWG-0445,drawing.title_block.DWG-TB-S088-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1519,G-DWG-0446,drawing.title_block.DWG-TB-S088-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1520,G-DWG-0447,drawing.title_block.DWG-TB-S088-005,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1521,G-DWG-0448,drawing.title_block.DWG-TB-S088-006,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1695,G-DWG-0449,drawing.title_block.DWG-TB-S089-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1696,G-DWG-0450,drawing.title_block.DWG-TB-S089-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1697,G-DWG-0451,drawing.title_block.DWG-TB-S089-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1698,G-DWG-0452,drawing.title_block.DWG-TB-S089-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1699,G-DWG-0453,drawing.title_block.DWG-TB-S090-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1700,G-DWG-0454,drawing.title_block.DWG-TB-S090-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1701,G-DWG-0455,drawing.title_block.DWG-TB-S090-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1702,G-DWG-0456,drawing.title_block.DWG-TB-S090-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1703,G-DWG-0457,drawing.title_block.DWG-TB-S091-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1704,G-DWG-0458,drawing.title_block.DWG-TB-S091-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1705,G-DWG-0459,drawing.title_block.DWG-TB-S091-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1706,G-DWG-0460,drawing.title_block.DWG-TB-S091-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1707,G-DWG-0461,drawing.title_block.DWG-TB-S092-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1708,G-DWG-0462,drawing.title_block.DWG-TB-S092-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1709,G-DWG-0463,drawing.title_block.DWG-TB-S092-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1710,G-DWG-0464,drawing.title_block.DWG-TB-S092-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1711,G-DWG-0465,drawing.title_block.DWG-TB-S093-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1712,G-DWG-0466,drawing.title_block.DWG-TB-S093-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1713,G-DWG-0467,drawing.title_block.DWG-TB-S093-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1714,G-DWG-0468,drawing.title_block.DWG-TB-S093-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1715,G-DWG-0469,drawing.title_block.DWG-TB-S094-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1716,G-DWG-0470,drawing.title_block.DWG-TB-S094-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1717,G-DWG-0471,drawing.title_block.DWG-TB-S094-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1718,G-DWG-0472,drawing.title_block.DWG-TB-S094-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1719,G-DWG-0473,drawing.title_block.DWG-TB-S095-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1720,G-DWG-0474,drawing.title_block.DWG-TB-S095-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1721,G-DWG-0475,drawing.title_block.DWG-TB-S095-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1722,G-DWG-0476,drawing.title_block.DWG-TB-S095-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1723,G-DWG-0477,drawing.title_block.DWG-TB-S096-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1724,G-DWG-0478,drawing.title_block.DWG-TB-S096-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1725,G-DWG-0479,drawing.title_block.DWG-TB-S096-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1726,G-DWG-0480,drawing.title_block.DWG-TB-S096-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1727,G-DWG-0481,drawing.title_block.DWG-TB-S097-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1728,G-DWG-0482,drawing.title_block.DWG-TB-S097-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1729,G-DWG-0483,drawing.title_block.DWG-TB-S097-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1730,G-DWG-0484,drawing.title_block.DWG-TB-S097-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1731,G-DWG-0485,drawing.title_block.DWG-TB-S098-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1732,G-DWG-0486,drawing.title_block.DWG-TB-S098-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1733,G-DWG-0487,drawing.title_block.DWG-TB-S098-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1734,G-DWG-0488,drawing.title_block.DWG-TB-S098-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1735,G-DWG-0489,drawing.title_block.DWG-TB-S099-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1736,G-DWG-0490,drawing.title_block.DWG-TB-S099-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1737,G-DWG-0491,drawing.title_block.DWG-TB-S099-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1738,G-DWG-0492,drawing.title_block.DWG-TB-S099-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1739,G-DWG-0493,drawing.title_block.DWG-TB-S100-001,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1740,G-DWG-0494,drawing.title_block.DWG-TB-S100-002,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1741,G-DWG-0495,drawing.title_block.DWG-TB-S100-003,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
DR-1742,G-DWG-0496,drawing.title_block.DWG-TB-S100-004,APPROVED_REPORT_DRAWING_GOLDEN,BOTH,HIGH,drawing
