candidate_id,entity_id,candidate_layer,field_path_candidate,semantic_class,raw_value,raw_unit,normalized_value,normalized_unit,normalization_rule_id,source_record_ids,calculation_locator,drawing_locator,confidence,verification_status,parity_status,adoption_status,issue_id,conflict_id,human_confirmation_id,phase3_action,notes
RP-1393,ENT-LINE-ACL,report,report.note.CH5-NOTE-013,NOTE,Rib高hは最大高のS2-AG1で代表,,,,NOR-011,CH5-NOTE-013,calc_pdf_p2193,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1394,ENT-LINE-ACL,report,report.note.CH5-NOTE-014,NOTE,Rib高hは最小高のS2-AG2で代表,,,,NOR-011,CH5-NOTE-014,calc_pdf_p2195,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1395,ENT-LINE-ACL,report,report.note.CH5-NOTE-015,NOTE,愛知県「橋梁設計の手引き 第6章」より,,,,NOR-011,CH5-NOTE-015,calc_pdf_p2199,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind reference).
RP-1396,ENT-LINE-ACL,report,report.note.CH5-NOTE-016,NOTE,排水管確認は「愛知県 橋梁設計の手引き」より,,,,NOR-011,CH5-NOTE-016,calc_pdf_p2205,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind reference).
RP-1397,ENT-LINE-ACL,report,report.note.CH5-NOTE-017,NOTE,伸縮装置算出式は日本道路協会「道路橋示方書」による。,,,,NOR-011,CH5-NOTE-017,calc_pdf_p2207,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1398,ENT-LINE-ACL,report,report.note.CH5-NOTE-018,NOTE,マウラースイベル・ジョイント ES-480型（最大設計伸縮量480mm）を使用する。,,,,NOR-011,CH5-NOTE-018,calc_pdf_p2210,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1399,ENT-LINE-ACL,report,report.note.CH5-NOTE-019,NOTE,ミドルビーム支持条件として4径間連続梁と考え曲げモーメント求める。,,,,NOR-011,CH5-NOTE-019,calc_pdf_p2217,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1400,ENT-LINE-ACL,report,report.note.CH5-NOTE-020,NOTE,フェイスプレート厚80mmで10mm以上の摩耗代が確保されている。,,,,NOR-011,CH5-NOTE-020,calc_pdf_p2224,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1401,ENT-LINE-ACL,report,report.note.CH5-NOTE-021,NOTE,"孔あき鋼板ジベル計算式は「複合構造標準示方書」(2014年,土木学会)による。",,,,NOR-011,CH5-NOTE-021,calc_pdf_p2225,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1402,ENT-LINE-ACL,report,report.note.CH5-NOTE-022,NOTE,貫通鉄筋を配置するものとする。,,,,NOR-011,CH5-NOTE-022,calc_pdf_p2226,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
