traceability_id,feature_id,feature_category,feature_name,subfeature_name,phase_class,stage5a_class,external_source_type,priority,verification_question,why_verification_is_needed,manual_id,pdf_page,book_page,section,screen_name,manual_evidence_summary,explicit_standard_name,explicit_standard_edition,historical_edition_status,target_edition_status,numeric_value_present,formula_present,table_present,ocr_risk,blocking_for_design,related_feature_ids,stage5b_action,notes,status
T5A-0201,F4-P3-032,splice_bolt,ボルト自動配置の方法,src:F4-3-032,Phase1_required,JIS_TRACEABILITY_REQUIRED,JIS_BOLT,P0,「ボルト自動配置の方法」に関し、ボルト径・孔径・ピッチ・ゲージ・縁端距離のJIS/関連規格を確認する。,ボルト寸法はJIS系照合,MAN-063,7,NONE,3-2 適用範囲および計算機能(3)①,NONE,ボルト自動配置の方法として、建設省方式、道路公団大阪建設局方式、ＹＴＩ方式がある。フランジ添接板を母材より5mm小さくして自動配置をする事が可能,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0202,F4-P3-032,splice_bolt,ボルト自動配置の方法,src:F4-3-032,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,縁端距離・ピッチ等の最小値が道路橋示方書側にも規定されているか確認する。,示方書にも寸法規定がある可能性,MAN-063,7,NONE,3-2 適用範囲および計算機能(3)①,NONE,ボルト自動配置の方法として、建設省方式、道路公団大阪建設局方式、ＹＴＩ方式がある。フランジ添接板を母材より5mm小さくして自動配置をする事が可能,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0203,F4-P3-032,splice_bolt,ボルト自動配置の方法,src:F4-3-032,Phase1_required,MULTIPLE_SOURCES_REQUIRED,JIS_BOLT,P0,JISと示方書のどちらが支配的かを、適合判定せずに条文役割として整理する。,複数資料,MAN-063,7,NONE,3-2 適用範囲および計算機能(3)①,NONE,ボルト自動配置の方法として、建設省方式、道路公団大阪建設局方式、ＹＴＩ方式がある。フランジ添接板を母材より5mm小さくして自動配置をする事が可能,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0204,F4-P3-033,splice_plate,フランジ方式の計算方法,src:F4-3-033,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,添接「フランジ方式の計算方法」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,添接設計は示方書照合,MAN-063,7,NONE,3-2 適用範囲および計算機能(3)②,NONE,フランジ方式の計算方法として、便覧方式（孔引き後で照査する方式）、橋建方式（孔引き前で照査する方式）がある,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0205,F4-P3-033,splice_plate,フランジ方式の計算方法,src:F4-3-033,Phase1_required,JIS_TRACEABILITY_REQUIRED,JIS_BOLT,P0,高力ボルトの規格・等級・孔径関連のJISを確認する。,ボルトはJIS,MAN-063,7,NONE,3-2 適用範囲および計算機能(3)②,NONE,フランジ方式の計算方法として、便覧方式（孔引き後で照査する方式）、橋建方式（孔引き前で照査する方式）がある,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0206,F4-P3-033,splice_plate,フランジ方式の計算方法,src:F4-3-033,Phase1_required,MULTIPLE_SOURCES_REQUIRED,RBS_STEEL,P0,示方書の継手規定とJISボルト規格を組み合わせて読む項目を洗い出す。,複数資料必須,MAN-063,7,NONE,3-2 適用範囲および計算機能(3)②,NONE,フランジ方式の計算方法として、便覧方式（孔引き後で照査する方式）、橋建方式（孔引き前で照査する方式）がある,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0207,F4-P3-034,splice_plate,腹板の計算方法,src:F4-3-034,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,添接「腹板の計算方法」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,添接設計は示方書照合,MAN-063,7,NONE,3-2 適用範囲および計算機能(3)③,NONE,腹板の計算方法として、通常方式（曲げモーメントとせん断力で計算する方法）、簡易方式（せん断力のみで計算する方法）がある,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0208,F4-P3-034,splice_plate,腹板の計算方法,src:F4-3-034,Phase1_required,JIS_TRACEABILITY_REQUIRED,JIS_BOLT,P0,高力ボルトの規格・等級・孔径関連のJISを確認する。,ボルトはJIS,MAN-063,7,NONE,3-2 適用範囲および計算機能(3)③,NONE,腹板の計算方法として、通常方式（曲げモーメントとせん断力で計算する方法）、簡易方式（せん断力のみで計算する方法）がある,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0209,F4-P3-034,splice_plate,腹板の計算方法,src:F4-3-034,Phase1_required,MULTIPLE_SOURCES_REQUIRED,RBS_STEEL,P0,示方書の継手規定とJISボルト規格を組み合わせて読む項目を洗い出す。,複数資料必須,MAN-063,7,NONE,3-2 適用範囲および計算機能(3)③,NONE,腹板の計算方法として、通常方式（曲げモーメントとせん断力で計算する方法）、簡易方式（せん断力のみで計算する方法）がある,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0210,F4-P3-035,splice_plate,フランジ添接板の必要断面積,src:F4-3-035,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,添接「フランジ添接板の必要断面積」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,添接設計は示方書照合,MAN-063,7,NONE,3-2 適用範囲および計算機能(3)⑤,NONE,フランジ添接板の必要断面積の考え方として、全添接板（両側）で必要断面積を満足する方法、片側添接板で必要断面積の１／２を満足する方法がある,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0211,F4-P3-035,splice_plate,フランジ添接板の必要断面積,src:F4-3-035,Phase1_required,JIS_TRACEABILITY_REQUIRED,JIS_BOLT,P0,高力ボルトの規格・等級・孔径関連のJISを確認する。,ボルトはJIS,MAN-063,7,NONE,3-2 適用範囲および計算機能(3)⑤,NONE,フランジ添接板の必要断面積の考え方として、全添接板（両側）で必要断面積を満足する方法、片側添接板で必要断面積の１／２を満足する方法がある,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0212,F4-P3-035,splice_plate,フランジ添接板の必要断面積,src:F4-3-035,Phase1_required,MULTIPLE_SOURCES_REQUIRED,RBS_STEEL,P0,示方書の継手規定とJISボルト規格を組み合わせて読む項目を洗い出す。,複数資料必須,MAN-063,7,NONE,3-2 適用範囲および計算機能(3)⑤,NONE,フランジ添接板の必要断面積の考え方として、全添接板（両側）で必要断面積を満足する方法、片側添接板で必要断面積の１／２を満足する方法がある,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0213,F4-P3-036,girder_geometry,girder_geometry,src:F4-3-036,unknown,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,非合成鋼鈑桁の「girder_geometry」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,主桁断面は基準照合が不可欠,MAN-008,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0214,F4-P3-037,girder_material,girder_material,src:F4-3-037,unknown,JIS_TRACEABILITY_REQUIRED,JIS_STEEL,P0,主桁に用いる鋼材規格・鋼種記号がどのJISに対応するか確認する。,鋼材はJIS照合,MAN-008,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0215,F4-P3-037,girder_material,girder_material,src:F4-3-037,unknown,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,許容応力度・適用範囲が道路橋示方書で鋼種ごとにどう規定されるか確認する。,鋼種と許容値は示方書,MAN-008,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0216,F4-P3-037,girder_material,girder_material,src:F4-3-037,unknown,MULTIPLE_SOURCES_REQUIRED,JIS_STEEL,P0,JIS鋼材規格と道路橋示方書の許容値表の対応関係を確認する。,複数資料,MAN-008,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0217,F4-P3-038,girder_section,girder_section,src:F4-3-038,unknown,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,非合成鋼鈑桁の「girder_section」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,主桁断面は基準照合が不可欠,MAN-008,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0218,F4-P3-039,flange,flange,src:F4-3-039,unknown,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,非合成鋼鈑桁の「flange」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,主桁断面は基準照合が不可欠,MAN-008,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0219,F4-P3-040,web,web,src:F4-3-040,unknown,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,非合成鋼鈑桁の「web」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,主桁断面は基準照合が不可欠,MAN-008,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0220,F4-P4-001,cross_girder,横桁設計,src:F4-4-001,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,床組/横桁「横桁設計」の設計・断面力取扱いに関する道路橋示方書規定を確認する。,床組はPhase1必須候補,MAN-011,3,NONE,2.横桁設計,NONE,横桁設計プログラムを起動して、断面力計算・断面計算/添接計算・補剛材計算の3つを実行,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0221,F4-P4-002,cross_girder,横桁断面力計算,src:F4-4-002,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,床組/横桁「横桁断面力計算」の設計・断面力取扱いに関する道路橋示方書規定を確認する。,床組はPhase1必須候補,MAN-011,4,NONE,2.1断面力計算,NONE,横桁断面力プログラムを起動、グループ部材に正負数字でグルーピング指定,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0222,F4-P4-003,cross_girder,横桁断面計算,src:F4-4-003,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,床組/横桁「横桁断面計算」の設計・断面力取扱いに関する道路橋示方書規定を確認する。,床組はPhase1必須候補,MAN-011,5,NONE,2.2断面計算/添接計算,NONE,Ｉ断面計算プログラムを起動、断面形状指定を指定として上フランジ～腹板項目に断面形状指定,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0223,F4-P4-004,cross_girder,横桁添接計算,src:F4-4-004,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,床組/横桁「横桁添接計算」の設計・断面力取扱いに関する道路橋示方書規定を確認する。,床組はPhase1必須候補,MAN-011,6,NONE,2.2(2)添接計算,NONE,添接プログラムを起動、添接設計の詳細は別マニュアル参照,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0224,F4-P4-005,cross_girder,横桁補剛材計算,src:F4-4-005,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,床組/横桁「横桁補剛材計算」の設計・断面力取扱いに関する道路橋示方書規定を確認する。,床組はPhase1必須候補,MAN-011,6,NONE,2.3補剛材計算,NONE,補剛材計算プログラムを起動、詳細は主桁中間補剛材マニュアル参照,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0225,F4-P4-006,sway_bracing,対傾構設計,src:F4-4-006,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,対傾構/横構「対傾構設計」の配置・断面・照査に関する道路橋示方書規定を確認する。,横構系は基準照合,MAN-011,7,NONE,3.対傾構・横構,NONE,対傾構・横構プログラムを起動、メイン画面が表示,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0226,F4-P4-006,sway_bracing,対傾構設計,src:F4-4-006,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な骨組み・形鋼選定の実務推奨をデザインデータブック等で確認する。,実務配置の参考,MAN-011,7,NONE,3.対傾構・横構,NONE,対傾構・横構プログラムを起動、メイン画面が表示,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0227,F4-P4-007,sway_bracing,対傾構骨組み寸法,src:F4-4-007,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,対傾構/横構「対傾構骨組み寸法」の配置・断面・照査に関する道路橋示方書規定を確認する。,横構系は基準照合,MAN-011,7,NONE,3.1対傾構骨組み寸法を指定する方法,NONE,設計条件-計算条件でH1～H3を指定、端対傾構は斜材軸押え位置も確認,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0228,F4-P4-007,sway_bracing,対傾構骨組み寸法,src:F4-4-007,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な骨組み・形鋼選定の実務推奨をデザインデータブック等で確認する。,実務配置の参考,MAN-011,7,NONE,3.1対傾構骨組み寸法を指定する方法,NONE,設計条件-計算条件でH1～H3を指定、端対傾構は斜材軸押え位置も確認,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0229,F4-P4-008,sway_bracing,対傾構水平荷重載荷方法,src:F4-4-008,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,対傾構/横構「対傾構水平荷重載荷方法」の配置・断面・照査に関する道路橋示方書規定を確認する。,横構系は基準照合,MAN-011,8,NONE,3.2対傾構水平荷重の載荷軸力分担を指定する方法,NONE,設計条件-計算条件で水平荷重Pの載荷方法を指定,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0230,F4-P4-008,sway_bracing,対傾構水平荷重載荷方法,src:F4-4-008,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な骨組み・形鋼選定の実務推奨をデザインデータブック等で確認する。,実務配置の参考,MAN-011,8,NONE,3.2対傾構水平荷重の載荷軸力分担を指定する方法,NONE,設計条件-計算条件で水平荷重Pの載荷方法を指定,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0231,F4-P4-009,sway_bracing,対傾構断面指定,src:F4-4-009,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,対傾構/横構「対傾構断面指定」の配置・断面・照査に関する道路橋示方書規定を確認する。,横構系は基準照合,MAN-011,8,NONE,3.3(1)各対傾構の断面を指定する方法,NONE,各項目タグ右上の◎指定を選択、断面形状および形鋼番号を指定,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0232,F4-P4-009,sway_bracing,対傾構断面指定,src:F4-4-009,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な骨組み・形鋼選定の実務推奨をデザインデータブック等で確認する。,実務配置の参考,MAN-011,8,NONE,3.3(1)各対傾構の断面を指定する方法,NONE,各項目タグ右上の◎指定を選択、断面形状および形鋼番号を指定,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0233,F4-P4-010,lateral_bracing,横構断面指定,src:F4-4-010,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,対傾構/横構「横構断面指定」の配置・断面・照査に関する道路橋示方書規定を確認する。,横構系は基準照合,MAN-011,9,NONE,3.3(2)横構断面を指定する方法,NONE,弦材の断面◎指定を選択、断面形状および形鋼番号を指定、ボルト本数も指定可,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0234,F4-P4-010,lateral_bracing,横構断面指定,src:F4-4-010,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な骨組み・形鋼選定の実務推奨をデザインデータブック等で確認する。,実務配置の参考,MAN-011,9,NONE,3.3(2)横構断面を指定する方法,NONE,弦材の断面◎指定を選択、断面形状および形鋼番号を指定、ボルト本数も指定可,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0235,F4-P4-011,sway_bracing,BuiltUP断面指定,src:F4-4-011,Phase1_optional,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,対傾構/横構「BuiltUP断面指定」の配置・断面・照査に関する道路橋示方書規定を確認する。,横構系は基準照合,MAN-011,9,NONE,3.3(3)BuiltUP断面の指定方法,NONE,種類数を追加し断面入力後、断面形状をBuiltUPとし形鋼番号を追加,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0236,F4-P4-011,sway_bracing,BuiltUP断面指定,src:F4-4-011,Phase1_optional,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な骨組み・形鋼選定の実務推奨をデザインデータブック等で確認する。,実務配置の参考,MAN-011,9,NONE,3.3(3)BuiltUP断面の指定方法,NONE,種類数を追加し断面入力後、断面形状をBuiltUPとし形鋼番号を追加,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0237,F4-P4-012,sway_bracing,支点上対傾構横桁形状変更,src:F4-4-012,Phase1_optional,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,対傾構/横構「支点上対傾構横桁形状変更」の配置・断面・照査に関する道路橋示方書規定を確認する。,横構系は基準照合,MAN-011,10,NONE,3.4支点上対傾構を横桁形状に変更する方法,NONE,設計条件-部材配置で形状タイプを対傾構タイプ→横桁タイプに変更,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0238,F4-P4-012,sway_bracing,支点上対傾構横桁形状変更,src:F4-4-012,Phase1_optional,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な骨組み・形鋼選定の実務推奨をデザインデータブック等で確認する。,実務配置の参考,MAN-011,10,NONE,3.4支点上対傾構を横桁形状に変更する方法,NONE,設計条件-部材配置で形状タイプを対傾構タイプ→横桁タイプに変更,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0239,F4-P4-013,lateral_bracing,横構骨組み組み方変更,src:F4-4-013,Phase1_optional,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,対傾構/横構「横構骨組み組み方変更」の配置・断面・照査に関する道路橋示方書規定を確認する。,横構系は基準照合,MAN-011,13,NONE,3.5横構骨組みの組み方を変更する方法,NONE,設計条件-部材配置で骨組配置定義番号を配置タイプに合わせて修正,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0240,F4-P4-013,lateral_bracing,横構骨組み組み方変更,src:F4-4-013,Phase1_optional,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な骨組み・形鋼選定の実務推奨をデザインデータブック等で確認する。,実務配置の参考,MAN-011,13,NONE,3.5横構骨組みの組み方を変更する方法,NONE,設計条件-部材配置で骨組配置定義番号を配置タイプに合わせて修正,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0241,F4-P4-014,sway_bracing,対傾構斜材溶接向き変更,src:F4-4-014,Phase1_optional,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,対傾構/横構「対傾構斜材溶接向き変更」の配置・断面・照査に関する道路橋示方書規定を確認する。,横構系は基準照合,MAN-011,14,NONE,3.6斜材の溶接向きを変更する方法,NONE,設計条件-設計条件オプション-対傾構(その他)-対傾構ガセットへの斜材の取付方法,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0242,F4-P4-014,sway_bracing,対傾構斜材溶接向き変更,src:F4-4-014,Phase1_optional,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な骨組み・形鋼選定の実務推奨をデザインデータブック等で確認する。,実務配置の参考,MAN-011,14,NONE,3.6斜材の溶接向きを変更する方法,NONE,設計条件-設計条件オプション-対傾構(その他)-対傾構ガセットへの斜材の取付方法,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0243,F4-P4-015,sway_bracing,対傾構水平荷重受け持ち組数変更,src:F4-4-015,Phase1_optional,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,対傾構/横構「対傾構水平荷重受け持ち組数変更」の配置・断面・照査に関する道路橋示方書規定を確認する。,横構系は基準照合,MAN-011,14,NONE,3.7対傾構水平荷重受け持ち組数を変更する方法,NONE,設計条件-設計条件オプション-対傾構(その他)-水平荷重の受け持ち組数,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0244,F4-P4-015,sway_bracing,対傾構水平荷重受け持ち組数変更,src:F4-4-015,Phase1_optional,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な骨組み・形鋼選定の実務推奨をデザインデータブック等で確認する。,実務配置の参考,MAN-011,14,NONE,3.7対傾構水平荷重受け持ち組数を変更する方法,NONE,設計条件-設計条件オプション-対傾構(その他)-水平荷重の受け持ち組数,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0245,F4-P4-016,lateral_bracing,横構配置図作成,src:F4-4-016,Phase1_optional,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,対傾構/横構「横構配置図作成」の配置・断面・照査に関する道路橋示方書規定を確認する。,横構系は基準照合,MAN-011,15,NONE,3.8横構配置図の作成方法,NONE,横構配置図は以下の方法にて作成可能,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0246,F4-P4-016,lateral_bracing,横構配置図作成,src:F4-4-016,Phase1_optional,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な骨組み・形鋼選定の実務推奨をデザインデータブック等で確認する。,実務配置の参考,MAN-011,15,NONE,3.8横構配置図の作成方法,NONE,横構配置図は以下の方法にて作成可能,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0247,F4-P4-017,lateral_bracing,横構細長比一次部材変更,src:F4-4-017,Phase1_optional,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P0,対傾構/横構「横構細長比一次部材変更」の配置・断面・照査に関する道路橋示方書規定を確認する。,横構系は基準照合,MAN-011,16,NONE,3.9細長比を一次部材にする方法,NONE,横構タグの主桁曲線による二次応力を◎考慮する(軸力を入力)を選択、軸力は入力しない,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
