orphan_id,candidate_id_or_source_id,entity_id,description,reason,notes
ORPH-C-001,GEO-005,ENT-LINE-ACL,alignment.station candidate has empty source_record_ids (station not extracted in Phase 2-I).,Candidate with no linkable source record (per source_to_candidate_contract section 4).,adoption_status=HUMAN_CONFIRMATION_REQUIRED; phase3_action=HUMAN_VALIDATION.
ORPH-S-0342,DWG-EL-S059-001,,drawing_sheet_element calc_pdf_p61 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0343,DWG-EL-S059-002,,drawing_sheet_element calc_pdf_p61 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0344,DWG-EL-S059-003,,drawing_sheet_element calc_pdf_p61 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0345,DWG-EL-S060-001,,drawing_sheet_element calc_pdf_p62 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0346,DWG-EL-S060-002,,drawing_sheet_element calc_pdf_p62 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0347,DWG-EL-S060-003,,drawing_sheet_element calc_pdf_p62 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0348,DWG-EL-S061-001,,drawing_sheet_element calc_pdf_p63 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0349,DWG-EL-S061-002,,drawing_sheet_element calc_pdf_p63 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0350,DWG-EL-S061-003,,drawing_sheet_element calc_pdf_p63 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0351,DWG-EL-S061-004,,drawing_sheet_element calc_pdf_p63 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0352,DWG-EL-S061-005,,drawing_sheet_element calc_pdf_p63 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0353,DWG-EL-S061-006,,drawing_sheet_element calc_pdf_p63 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0354,DWG-EL-S061-007,,drawing_sheet_element calc_pdf_p63 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0355,DWG-EL-S061-008,,drawing_sheet_element calc_pdf_p63 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0356,DWG-EL-S061-009,,drawing_sheet_element calc_pdf_p63 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0357,DWG-EL-S062-001,,drawing_sheet_element calc_pdf_p64 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0358,DWG-EL-S062-002,,drawing_sheet_element calc_pdf_p64 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0359,DWG-EL-S062-003,,drawing_sheet_element calc_pdf_p64 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0360,DWG-EL-S062-004,,drawing_sheet_element calc_pdf_p64 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0361,DWG-EL-S063-001,,drawing_sheet_element calc_pdf_p65 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0362,DWG-EL-S063-002,,drawing_sheet_element calc_pdf_p65 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0363,DWG-EL-S063-003,,drawing_sheet_element calc_pdf_p65 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0364,DWG-EL-S063-004,,drawing_sheet_element calc_pdf_p65 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0365,DWG-EL-S064-001,,drawing_sheet_element calc_pdf_p66 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0366,DWG-EL-S064-002,,drawing_sheet_element calc_pdf_p66 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0367,DWG-EL-S064-003,,drawing_sheet_element calc_pdf_p66 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0368,DWG-EL-S065-001,,drawing_sheet_element calc_pdf_p67 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0369,DWG-EL-S065-002,,drawing_sheet_element calc_pdf_p67 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0370,DWG-EL-S065-003,,drawing_sheet_element calc_pdf_p67 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0371,DWG-EL-S066-001,,drawing_sheet_element calc_pdf_p68 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0372,DWG-EL-S066-002,,drawing_sheet_element calc_pdf_p68 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0373,DWG-EL-S066-003,,drawing_sheet_element calc_pdf_p68 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0374,DWG-EL-S067-001,,drawing_sheet_element calc_pdf_p69 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0375,DWG-EL-S067-002,,drawing_sheet_element calc_pdf_p69 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0376,DWG-EL-S067-003,,drawing_sheet_element calc_pdf_p69 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0377,DWG-EL-S068-001,,drawing_sheet_element calc_pdf_p70 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0378,DWG-EL-S068-002,,drawing_sheet_element calc_pdf_p70 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0379,DWG-EL-S068-003,,drawing_sheet_element calc_pdf_p70 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0380,DWG-EL-S068-004,,drawing_sheet_element calc_pdf_p70 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0381,DWG-EL-S068-005,,drawing_sheet_element calc_pdf_p70 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0382,DWG-EL-S068-006,,drawing_sheet_element calc_pdf_p70 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0383,DWG-EL-S069-001,,drawing_sheet_element calc_pdf_p71 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0384,DWG-EL-S069-002,,drawing_sheet_element calc_pdf_p71 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0385,DWG-EL-S069-003,,drawing_sheet_element calc_pdf_p71 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0386,DWG-EL-S070-001,,drawing_sheet_element calc_pdf_p72 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0387,DWG-EL-S070-002,,drawing_sheet_element calc_pdf_p72 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0388,DWG-EL-S070-003,,drawing_sheet_element calc_pdf_p72 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0389,DWG-EL-S071-001,,drawing_sheet_element calc_pdf_p73 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0390,DWG-EL-S071-002,,drawing_sheet_element calc_pdf_p73 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0391,DWG-EL-S071-003,,drawing_sheet_element calc_pdf_p73 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0392,DWG-EL-S072-001,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0393,DWG-EL-S072-002,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0394,DWG-EL-S072-003,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0395,DWG-EL-S072-004,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0396,DWG-EL-S072-005,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0397,DWG-EL-S072-006,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0398,DWG-EL-S072-007,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0399,DWG-EL-S072-008,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0400,DWG-EL-S072-009,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0401,DWG-EL-S072-010,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0402,DWG-EL-S072-011,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0403,DWG-EL-S072-012,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0404,DWG-EL-S072-013,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0405,DWG-EL-S072-014,,drawing_sheet_element calc_pdf_p74 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0406,DWG-EL-S073-001,,drawing_sheet_element calc_pdf_p75 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0407,DWG-EL-S073-002,,drawing_sheet_element calc_pdf_p75 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0408,DWG-EL-S073-003,,drawing_sheet_element calc_pdf_p75 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0409,DWG-EL-S073-004,,drawing_sheet_element calc_pdf_p75 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0410,DWG-EL-S073-005,,drawing_sheet_element calc_pdf_p75 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0411,DWG-EL-S073-006,,drawing_sheet_element calc_pdf_p75 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0412,DWG-EL-S073-007,,drawing_sheet_element calc_pdf_p75 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0413,DWG-EL-S073-008,,drawing_sheet_element calc_pdf_p75 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0414,DWG-EL-S073-009,,drawing_sheet_element calc_pdf_p75 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0415,DWG-EL-S074-001,,drawing_sheet_element calc_pdf_p76 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0416,DWG-EL-S074-002,,drawing_sheet_element calc_pdf_p76 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0417,DWG-EL-S074-003,,drawing_sheet_element calc_pdf_p76 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0418,DWG-EL-S074-004,,drawing_sheet_element calc_pdf_p76 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0419,DWG-EL-S074-005,,drawing_sheet_element calc_pdf_p76 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0420,DWG-EL-S074-006,,drawing_sheet_element calc_pdf_p76 section=sheets_045_088,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
