golden_id,domain,field_path,entity_id,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_record_ids,candidate_ids,calculation_locator,drawing_locator,source_priority,confidence,verification_status,promotion_status,promotion_reason,human_confirmation_id,conflict_id,standard_profile,notes
G-RPT-0971,report,report.formula.CAL-FML-P00677-001,ENT-LINE-ACL,Mi=ML0+(Mr0-ML0)*(Li/L0),,,,FORMULA_DEFINITION,CAL-FML-P00677-001,RP-711,calc_pdf_p677,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '断面力換算'.
G-RPT-0972,report,report.formula.CAL-FML-P00685-001,ENT-LINE-ACL,Ws=(V/40)^2*[4.0-0.2*(B/D)]*D*α,,,,FORMULA_DEFINITION,CAL-FML-P00685-001,RP-712,calc_pdf_p685,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '風荷重WS'.
G-RPT-0973,report,report.formula.CAL-FML-P00689-001,ENT-LINE-ACL,W=-σ*(Af+Aw/3)/R,,,,FORMULA_DEFINITION,CAL-FML-P00689-001,RP-715,calc_pdf_p689,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '曲率付加軸力W'.
G-RPT-0974,report,report.formula.CAL-FML-P00689-002,ENT-LINE-ACL,P=w*λ,,,,FORMULA_DEFINITION,CAL-FML-P00689-002,RP-716,calc_pdf_p689,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '曲率付加軸力P'.
G-RPT-0975,report,report.formula.CAL-FML-P00769-001,ENT-LINE-ACL,k=0.90*0.85=0.765,,,,FORMULA_DEFINITION,CAL-FML-P00769-001,RP-792,calc_pdf_p769,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '衝突換算k'.
G-RPT-0976,report,report.formula.CAL-FML-P00791-007,ENT-LINE-ACL,Keq=0.90*0.85=0.765,,,,FORMULA_DEFINITION,CAL-FML-P00791-007,RP-862,calc_pdf_p791,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula 'Keq'.
G-RPT-0977,report,report.formula.CAL-FML-P00845-001,ENT-LINE-ACL,if=10/(50+L),,,,FORMULA_DEFINITION,CAL-FML-P00845-001,RP-960,calc_pdf_p845,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula 'if'.
G-RPT-0978,report,report.formula.CAL-FML-P00846-001,ENT-LINE-ACL,gammaF=gammaF1*gammaF2*gammaF3*gammaa,,,,FORMULA_DEFINITION,CAL-FML-P00846-001,RP-961,calc_pdf_p846,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula 'gammaF'.
G-RPT-0979,report,report.formula.CAL-FML-P00850-001,ENT-LINE-ACL,"delta_sigmai,j=|sigma_i",,,,FORMULA_DEFINITION,CAL-FML-P00850-001,RP-962,calc_pdf_p850,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '応力範囲'.
G-RPT-0980,report,report.formula.CAL-FML-P00873-001,ENT-LINE-ACL,合成断面の曲げ剛度は床版有効幅より算出。ヤング係数比n=7,,,,NOTE,CAL-FML-P00873-001,RP-1017,calc_pdf_p873,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '合成後剛度'.
G-RPT-0981,report,report.formula.CAL-FML-P00873-002,ENT-LINE-ACL,クリープの静定力は後死荷重曲げモーメントが正の範囲に生じる,,,,NOTE,CAL-FML-P00873-002,RP-1018,calc_pdf_p873,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula 'クリープ静定力'.
G-RPT-0982,report,report.formula.CAL-FML-P00873-003,ENT-LINE-ACL,中間支点上～0.15L位置(床版引張区間)を除く範囲に生じる,,,,NOTE,CAL-FML-P00873-003,RP-1019,calc_pdf_p873,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '乾燥収縮静定力'.
G-RPT-0983,report,report.formula.CAL-FML-P00873-004,ENT-LINE-ACL,全長にわたって生じる。後死荷重M正範囲は合成断面、他は鋼+鉄筋断面より算出,,,,NOTE,CAL-FML-P00873-004,RP-1020,calc_pdf_p873,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '温度差静定力'.
G-RPT-0984,report,report.formula.CAL-FML-P00873-005,ENT-LINE-ACL,静定力Mを平面格子モデルに載荷して求める,,,,NOTE,CAL-FML-P00873-005,RP-1021,calc_pdf_p873,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '連続桁不静定力ΔM'.
G-RPT-0985,report,report.formula.CAL-FML-P00873-006,ENT-LINE-ACL,設計軸力=P 設計曲げモーメント=M+ΔM,,,,NOTE,CAL-FML-P00873-006,RP-1022,calc_pdf_p873,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '設計断面力'.
G-RPT-0986,report,report.formula.CAL-FML-P00893-001,ENT-LINE-ACL,i = 20/(50+L),,,,FORMULA_DEFINITION,CAL-FML-P00893-001,RP-1023,calc_pdf_p893,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '衝撃係数'.
G-RPT-0987,report,report.formula.CAL-FML-P01284-001,ENT-LINE-ACL,γa*γf*Md + γa*γq*Mlive ≤ Mu/γb,,,,NOTE,CAL-FML-P01284-001,RP-1137,calc_pdf_p1284,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '限界状態1照査式'.
G-RPT-0988,report,report.formula.CAL-FML-P01284-002,ENT-LINE-ACL,σ ≤ σa=fy/γm1,,,,NOTE,CAL-FML-P01284-002,RP-1138,calc_pdf_p1284,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '限界状態3照査式'.
G-RPT-0989,report,report.formula.CAL-FML-P01321-001,ENT-LINE-ACL,σtud = ξ1*ξ2*Φut*σyk,,,,FORMULA_DEFINITION,CAL-FML-P01321-001,RP-1139,calc_pdf_p1321,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '引張応力度制限値(限界状態3)'.
G-RPT-0990,report,report.formula.CAL-FML-P01321-002,ENT-LINE-ACL,K = √{3+Aw/(2*Ac)},,,,FORMULA_DEFINITION,CAL-FML-P01321-002,RP-1140,calc_pdf_p1321,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '横倒れ座屈パラメータK(合成前)'.
G-RPT-0991,report,report.formula.CAL-FML-P01321-009,ENT-LINE-ACL,"σcud = min(σbrgd,σcrld) = min(240,193) = 193 N/mm2",,,,stress_limit,CAL-FML-P01321-009,RP-1147,calc_pdf_p1321,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '上フランジ圧縮制限値'.
G-RPT-0992,report,report.formula.CAL-FML-P01321-010,ENT-LINE-ACL,σcud = ξ1*ξ2*Φu*σyk (座屈は生じないものとする),,,,FORMULA_DEFINITION,CAL-FML-P01321-010,RP-1148,calc_pdf_p1321,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '合成後圧縮制限値'.
G-RPT-0993,report,report.formula.CH5-FORM-001,ENT-LINE-ACL,"S1 = Ae / (2*(a+b)*te) (0.5≦b/a≦2) または S1 = a/(2*te) (b/a<0.5,2<b/a)",,,,SECTION_PROPERTY,CH5-FORM-001,RP-1349,calc_pdf_p2032,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '1次形状係数S1'.
G-RPT-0994,report,report.formula.CH5-FORM-002,ENT-LINE-ACL,"S2 = Min(a,b)/Σte",,,,SECTION_PROPERTY,CH5-FORM-002,RP-1350,calc_pdf_p2032,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '2次形状係数S2'.
G-RPT-0995,report,report.formula.CH5-FORM-003,ENT-LINE-ACL,E = α*β*S1*Ge (S1≧5),,,,elastic_modulus,CH5-FORM-003,RP-1351,calc_pdf_p2032,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '縦弾性係数E'.
G-RPT-0996,report,report.formula.CH5-FORM-004,ENT-LINE-ACL,KB = Ae*G(γ)/Σte,,,,MATERIAL_PROPERTY,CH5-FORM-004,RP-1352,calc_pdf_p2032,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '等価剛性KB(温度変化)'.
G-RPT-0997,report,report.formula.CH5-FORM-005,ENT-LINE-ACL,KV = E*Ae/Σte,,,,MATERIAL_PROPERTY,CH5-FORM-005,RP-1353,calc_pdf_p2032,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '圧縮剛性KV'.
G-RPT-0998,report,report.formula.CH5-FORM-006,ENT-LINE-ACL,G(γ) = cγ(γ)*Ge + q(γ)*κ/γ,,,,MATERIAL_PROPERTY,CH5-FORM-006,RP-1354,calc_pdf_p2032,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '等価せん断弾性係数G(γ)'.
G-RPT-0999,report,report.formula.CH5-FORM-007,ENT-LINE-ACL,Ap = N*π*φd^2/4,,,,SECTION_PROPERTY,CH5-FORM-007,RP-1355,calc_pdf_p2032,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '鉛プラグ面積Ap'.
G-RPT-1000,report,report.formula.CH5-FORM-008,ENT-LINE-ACL,1/Km = 1/(N*KB) + 1/KP,,,,MATERIAL_PROPERTY,CH5-FORM-008,RP-1356,calc_pdf_p2033,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '合成剛性Km'.
G-RPT-1001,report,report.formula.CH5-FORM-009,ENT-LINE-ACL,Ht = Km*⊿Lt,,,,LOAD_VALUE,CH5-FORM-009,RP-1357,calc_pdf_p2035,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '温度変化水平力Ht'.
G-RPT-1002,report,report.formula.CH5-FORM-017,ENT-LINE-ACL,"ΣSi(γpi*γqi*Pi) ≦ ξ1*ξ2*ΦR(fc,Δc)",,,,FORMULA_DEFINITION,CH5-FORM-017,RP-1365,calc_pdf_p2138,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '照査基本式'.
G-RPT-1003,report,report.formula.CH5-FORM-018,ENT-LINE-ACL,σbyd = ξ1*ΦB*α*σbk,,,,stress_limit,CH5-FORM-018,RP-1366,calc_pdf_p2138,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '支圧応力度制限値'.
G-RPT-1004,report,report.formula.CH5-FORM-019,ENT-LINE-ACL,σtud = ξ1*ξ2*ΦUt*σyk,,,,stress_limit,CH5-FORM-019,RP-1367,calc_pdf_p2138,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '曲げ引張応力度制限値'.
G-RPT-1005,report,report.formula.CH5-FORM-021,ENT-LINE-ACL,A = h*B*1/2,,,,SECTION_PROPERTY,CH5-FORM-021,RP-1369,calc_pdf_p2199,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '通水断面積A'.
G-RPT-1006,report,report.formula.CH5-FORM-022,ENT-LINE-ACL,R = A/P,,,,SECTION_PROPERTY,CH5-FORM-022,RP-1370,calc_pdf_p2199,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '径深R'.
G-RPT-1007,report,report.formula.CH5-FORM-023,ENT-LINE-ACL,Q = (1/n)*R^(2/3)*i2^(1/2)*A,,,,NOTE,CH5-FORM-023,RP-1371,calc_pdf_p2199,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '設計通水量Q'.
G-RPT-1008,report,report.formula.CH5-FORM-024,ENT-LINE-ACL,Ls = Q/(q*γ*e),,,,DIMENSION,CH5-FORM-024,RP-1372,calc_pdf_p2200,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula '排水桝最大間隔Ls'.
G-RPT-1009,report,report.formula.CH5-FORM-027,ENT-LINE-ACL,b = (+)ΔLt + bmin,,,,DIMENSION,CH5-FORM-027,RP-1375,calc_pdf_p2222,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula 'フィンガー遊間b(常時)'.
G-RPT-1010,report,report.formula.CH5-FORM-028,ENT-LINE-ACL,c = (-)ΔLt + cmin,,,,DIMENSION,CH5-FORM-028,RP-1376,calc_pdf_p2222,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula 'フィンガーラップc(常時)'.
G-RPT-1011,report,report.formula.CH5-FORM-029,ENT-LINE-ACL,L0 = b + c + 15,,,,DIMENSION,CH5-FORM-029,RP-1377,calc_pdf_p2222,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula 'フィンガー長L0'.
G-RPT-1012,report,report.formula.CH5-FORM-031,ENT-LINE-ACL,t1 = √(6*M/(B*σ)),,,,DIMENSION,CH5-FORM-031,RP-1379,calc_pdf_p2224,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Formula 'フェイスプレート厚t1'.
G-RPT-1013,report,report.layout.CH1-PE-001,ENT-LINE-ACL,第1章 設計条件,,,,text,CH1-PE-001,RP-004,calc_pdf_p6,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'chapter_title'.
G-RPT-1014,report,report.layout.CH1-PE-002,ENT-LINE-ACL,1.1 設計条件,,,,text,CH1-PE-002,RP-006,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'section_title'.
G-RPT-1015,report,report.layout.CH1-PE-003,ENT-LINE-ACL,道路規格: A規格,,,,NOTE,CH1-PE-003,RP-008,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1016,report,report.layout.CH1-PE-004,ENT-LINE-ACL,設計速度: V=40km/h,,,,NOTE,CH1-PE-004,RP-009,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1017,report,report.layout.CH1-PE-005,ENT-LINE-ACL,活荷重: B活荷重,,,,NOTE,CH1-PE-005,RP-010,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1018,report,report.layout.CH1-PE-006,ENT-LINE-ACL,"橋梁形式: 鋼3径間連続少数鈑桁橋(非合成桁,合成断面担保)",,,,NOTE,CH1-PE-006,RP-011,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1019,report,report.layout.CH1-PE-007,ENT-LINE-ACL,橋長: 134.001m (ACL上),,,,NOTE,CH1-PE-007,RP-012,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1020,report,report.layout.CH1-PE-008,ENT-LINE-ACL,桁長: 133.151m (ACL上),,,,NOTE,CH1-PE-008,RP-013,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1021,report,report.layout.CH1-PE-009,ENT-LINE-ACL,支間長: 40.201m + 51.000m + 40.200m (ACL上),,,,NOTE,CH1-PE-009,RP-014,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1022,report,report.layout.CH1-PE-010,ENT-LINE-ACL,総幅員: 8.010m,,,,NOTE,CH1-PE-010,RP-015,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1023,report,report.layout.CH1-PE-011,ENT-LINE-ACL,有効幅員: 7.000m (車道幅),,,,NOTE,CH1-PE-011,RP-016,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1024,report,report.layout.CH1-PE-012,ENT-LINE-ACL,"斜角: PU15:ACLに θ=94°14′27″ , PR1,PR2,A2:ACLに θ=90°00′00″",,,,NOTE,CH1-PE-012,RP-017,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1025,report,report.layout.CH1-PE-013,ENT-LINE-ACL,平面線形: 起点側から R=160m(終点側に左まわり)～R=3000(終点側に右まわり),,,,NOTE,CH1-PE-013,RP-018,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1026,report,report.layout.CH1-PE-014,ENT-LINE-ACL,縦断勾配: i=6.000%(起点下がり) VCL=100 i=0.100%(終点下がり),,,,NOTE,CH1-PE-014,RP-019,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1027,report,report.layout.CH1-PE-015,ENT-LINE-ACL,横断勾配: 起点側から i=5.000%(左下がり)～i=2.000%(右下がり)～i=2.958%(右下がり),,,,NOTE,CH1-PE-015,RP-020,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1028,report,report.layout.CH1-PE-016,ENT-LINE-ACL,舗装: アスファルト舗装 t=80mm,,,,NOTE,CH1-PE-016,RP-021,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1029,report,report.layout.CH1-PE-017,ENT-LINE-ACL,床版: 鋼コンクリート合成床版 t=230mm,,,,NOTE,CH1-PE-017,RP-022,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1030,report,report.layout.CH1-PE-018,ENT-LINE-ACL,大型車交通量: 379台/日･方向,,,,NOTE,CH1-PE-018,RP-023,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1031,report,report.layout.CH1-PE-019,ENT-LINE-ACL,設計水平震度: レベル1:kh=0.25 レベル2:動的解析法による,,,,NOTE,CH1-PE-019,RP-024,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1032,report,report.layout.CH1-PE-020,ENT-LINE-ACL,"使用材料: 鋼材 SM520,SM490Y,SM400,SS400",,,,NOTE,CH1-PE-020,RP-025,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1033,report,report.layout.CH1-PE-021,ENT-LINE-ACL,コンクリート: σck=30N/mm2(合成床版) σck=24N/mm2(壁高欄) σck=30N/mm2(巻き立て),,,,NOTE,CH1-PE-021,RP-026,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1034,report,report.layout.CH1-PE-022,ENT-LINE-ACL,鉄筋: SD345,,,,NOTE,CH1-PE-022,RP-027,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1035,report,report.layout.CH1-PE-023,ENT-LINE-ACL,防錆仕様: 塗装仕様,,,,NOTE,CH1-PE-023,RP-028,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1036,report,report.layout.CH1-PE-024,ENT-LINE-ACL,支承: 橋軸方向:(免震) 橋軸直角方向(固定),,,,NOTE,CH1-PE-024,RP-029,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1037,report,report.layout.CH1-PE-025,ENT-LINE-ACL,防護柵: 剛性防護柵フロリダ型(SC種),,,,NOTE,CH1-PE-025,RP-030,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1038,report,report.layout.CH1-PE-026,ENT-LINE-ACL,遮音壁荷重: 付属物荷重として両側に2.1kN/m (路面より5.0m),,,,NOTE,CH1-PE-026,RP-031,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1039,report,report.layout.CH1-PE-027,ENT-LINE-ACL,検査路: 1.0kN/m (走行車線直下に1条),,,,NOTE,CH1-PE-027,RP-032,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
G-RPT-1040,report,report.layout.CH1-PE-028,ENT-LINE-ACL,適用基準: 道路橋示方書・同解説(H29.11) / 日本道路協会,,,,NOTE,CH1-PE-028,RP-033,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Page element type 'design_condition'.
